index;customer_id;Recency;Frequency;Monetary;R_score;F_score;M_score;RFM_score;segment;cluster
2530;067f4b11580519064d68007ffc9e080a;199;1;1016,06;3;1;4;314;At Risk;2
2531;067f6ee158ce40dff3f69c4d8c8ac676;254;1;40,78;3;1;1;311;At Risk;0
2532;067fc5b946c13af561c35e8c6aaa1dd0;525;1;44,24;1;1;1;111;At Risk;1
2533;0680214e013bf3ee08069f02ed2c0d80;313;1;171,81;2;1;3;213;At Risk;1
2534;0680461a4a1e26dbd29a3d3445bf4a5f;269;1;66,69;3;1;2;312;At Risk;0
2535;0681069ba05876a097555609e2496d1f;73;1;145,01;4;1;3;413;Regular;0
2536;06814f4a12766195eeb2d31fd70ec87a;322;1;65,50;2;1;2;212;At Risk;1
2537;068152a5d93881c84dc1edad287461de;559;1;442,92;1;1;4;114;At Risk;1
2538;0681c6280d7eedf1cc8655fda6afca25;445;1;70,17;1;1;2;112;At Risk;1
2539;0682e8c92aae975e978f4b439046590f;276;1;86,25;2;1;2;212;At Risk;0
2540;06838eb84d243726bcd772cec9b68813;563;1;54,06;1;1;1;111;At Risk;1
2541;0683b8e9246bd0ccbb16775291a66147;173;1;96,52;3;1;2;312;At Risk;0
2542;06843dc600fc25b0c66bd3f1dcbfda12;302;1;39,38;2;1;1;211;At Risk;0
2543;068496092363b0e16a6a289da4212d87;115;1;142,54;4;1;3;413;Regular;0
2544;0687042f138418a235175398780d7d69;163;1;99,90;4;1;2;412;At Risk;0
2545;06870616b5ec115b0f9435fc32682ab5;306;1;96,96;2;1;2;212;At Risk;0
2546;06872c61a13a4d027504dd0c15d43b72;535;1;44,42;1;1;1;111;At Risk;1
2547;068789693897e19b35ea3b9e71613c75;284;1;103,14;2;1;2;212;At Risk;0
2548;06879ab94dea9160383cbca5dde64794;595;1;115,90;1;1;3;113;At Risk;1
2549;0687adb7abd672624e9c4ba569cf0ac2;113;1;468,24;4;1;4;414;Regular;0
2550;068826320c90fa65a4db813cb2e1878f;323;1;61,75;2;1;1;211;At Risk;1
2551;068830daf2867cadbfc655e6a413388e;200;5;1951,95;3;4;4;344;At Risk;2
2552;06889194d9acf9c1917cd382b8b5da48;139;1;58,06;4;1;1;411;At Risk;0
2553;0689717ef06f65d8a5c53038dfdef222;529;1;142,19;1;1;3;113;At Risk;1
2554;068a6193792ce340374afefa699e8880;61;1;33,20;4;1;1;411;Regular;0
2555;068a8b4a0920dea641b65c336be22575;386;1;73,34;2;1;2;212;At Risk;1
2556;068ce84281fffe770d51b0b75c3e0994;512;1;70,12;1;1;2;112;At Risk;1
2557;068d6956b4f2f9a39cfb807516f55ecb;328;1;117,77;2;1;3;213;At Risk;1
2558;068e1b93e18127f5d03e95308211c438;154;1;127,30;4;1;3;413;At Risk;0
2559;06909593a3382d75b06bcde5c527ad59;52;1;115,81;4;1;3;413;Regular;0
2560;0691838627fb0142895c23d5459bed3c;497;1;179,35;1;1;3;113;At Risk;1
2561;06922ee99355bf830408f263ba2c3e10;236;1;366,69;3;1;4;314;At Risk;0
2562;06924cbc5d26492a79fdbadd872430ec;324;1;183,22;2;1;4;214;At Risk;1
2563;06952d070fb51b681082a5aa0270ec67;309;1;44,08;2;1;1;211;At Risk;0
2564;069540ac78a5bed2d5f836e7bf6b2c0b;161;1;122,27;4;1;3;413;At Risk;0
2565;06958f45f5a2881a4e60eb8f7283b2be;321;1;155,64;2;1;3;213;At Risk;1
2566;06964eb3fa634f2cb61a6c454eb93a9f;328;1;79,33;2;1;2;212;At Risk;1
2567;0696dbdaab139e1618f92f34becf98ee;162;1;78,20;4;1;2;412;At Risk;0
2568;06985cfc3780a960b8af6011b6566ec9;372;1;34,10;2;1;1;211;At Risk;1
2569;06986ec3d270896f79b12b4b0982e4e7;288;1;198,02;2;1;4;214;At Risk;0
2570;069a425b9e8a1f9e8d508eff8d7c3925;381;1;41,07;2;1;1;211;At Risk;1
2571;069a724b11ade79937f258ebc58c74ef;361;1;63,77;2;1;2;212;At Risk;1
2572;069b38e2803b8ee0482f95dac627877e;375;1;121,09;2;1;3;213;At Risk;1
2573;069b9a5f6dd36f1c59d36a9a703fcb7b;363;1;264,92;2;1;4;214;At Risk;1
2574;069c4ec640bf96e7ac25dabecfd6c0ab;497;1;112,42;1;1;3;113;At Risk;1
2575;069c942e82eba9152f2797da49e1e764;589;1;63,52;1;1;2;112;At Risk;1
2576;069cc8646fca6d760e049d8a4bc0c334;391;1;58,85;2;1;1;211;At Risk;1
2577;069dca5337f1cf3f778d0cfa43ce8dd9;504;1;56,24;1;1;1;111;At Risk;1
2578;069e2c889baa038cfaa80e585474c3e4;505;1;182,37;1;1;4;114;At Risk;1
2579;069f1deff35f9752a09c02f3642b14db;94;1;245,34;4;1;4;414;Regular;0
2580;069f68677638153043f70401d8c08d2d;158;1;24,23;4;1;1;411;At Risk;0
2581;069f6d7625c8285eee5bc8ec0718b545;507;1;105,28;1;1;2;112;At Risk;1
2582;069ffa410e2379e3c5a0eaed21879b80;509;1;356,12;1;1;4;114;At Risk;1
2583;06a0072ff4abdf1a5928eb6a66f75246;224;1;225,04;3;1;4;314;At Risk;0
2584;06a0388e1b17d3afa06122933c11941b;248;1;73,15;3;1;2;312;At Risk;0
2585;06a0aeaba8ae05e4dfec7817ed0eca21;249;1;55,91;3;1;1;311;At Risk;0
2586;06a162c47cfda7cc5575ab732213ff11;534;2;87,90;1;4;2;142;At Risk;1
2587;06a18a653c5b6090fbf8c71d248f8ab2;243;1;44,08;3;1;1;311;At Risk;0
2588;06a2924116558070913fd36d2b01039c;59;1;62,25;4;1;1;411;Regular;0
2589;06a2aad63bd0acb89e39ea3c8dd8263a;58;1;199,84;4;1;4;414;Regular;0
2590;06a35a1790491a7342f5c257605bad56;328;1;34,23;2;1;1;211;At Risk;1
2591;06a36e2121cd25bcaeaa79ff09974ce7;496;1;45,09;1;1;1;111;At Risk;1
2592;06a3bbda6d96de922ebe82f3416f8c3b;212;1;56,13;3;1;1;311;At Risk;0
2593;06a41c2a3c926fc7b680fbf3d3589a4d;323;1;455,39;2;1;4;214;At Risk;1
2594;06a422c0912397e12e6316f7d53687b7;245;1;170,71;3;1;3;313;At Risk;0
2595;06a552b13fb2cc33c6fde4ff1de4c9c9;406;1;46,78;1;1;1;111;At Risk;1
2596;06a5618b8b0cf1846231580b7456fe09;578;1;54,95;1;1;1;111;At Risk;1
2597;06a6d9bd1d738261179b6cf3d313458b;171;1;56,39;3;1;1;311;At Risk;0
2598;06a70917afd2dcd59396e1eac836c646;743;1;184,87;1;1;4;114;At Risk;1
2599;06a8094ea22f358a71c5ac55e549c10a;230;1;49,24;3;1;1;311;At Risk;0
2600;06ab0f3fbb09a950709ba3e1562aaa39;244;1;36,00;3;1;1;311;At Risk;0
2601;06adb04df95e48dcd32284ef83e07c77;114;1;118,35;4;1;3;413;Regular;0
2602;06b0824dfbfaad0e7df1a9dbb38a321f;343;2;147,86;2;4;3;243;At Risk;1
2603;06b09819b81341351b11441f78c0073d;327;2;132,02;2;4;3;243;At Risk;1
2604;06b1837a8f2cabe23495d0c93519bc26;237;1;103,14;3;1;2;312;At Risk;0
2605;06b1a1aa298eda35cabb263be4848848;323;1;0,00;2;1;1;211;At Risk;1
2606;06b423fab94edc97504290952ef19d97;574;1;65,53;1;1;2;112;At Risk;1
2607;06b4a03f2ff5cd08d0d823f845dff6fb;100;1;201,78;4;1;4;414;Regular;0
2608;06b4c8a36a20658dcab2a977dc3fa248;480;1;1084,71;1;1;4;114;At Risk;2
2609;06b74967617d6e12688e779fdc1a580c;637;1;139,59;1;1;3;113;At Risk;1
2610;06b8999e2fba1a1fbc88172c00ba8bc7;520;1;146,87;1;1;3;113;At Risk;1
2611;06b96b78945c7693a6b18b00b3bac683;279;1;137,35;2;1;3;213;At Risk;0
2612;06ba6a60751f29132f330decc3450c3b;524;1;79,07;1;1;2;112;At Risk;1
2613;06bb24810f1367ff6137dcd2ef176d4a;157;1;83,32;4;1;2;412;At Risk;0
2614;06bb4664cc9f34e9b19b75cefeefbc73;66;1;224,74;4;1;4;414;Regular;0
2615;06bb94c253e8aabc2bb33905d07a5676;306;1;72,14;2;1;2;212;At Risk;0
2616;06bc346b52e0f4d7a18d99d63070bae8;328;1;75,17;2;1;2;212;At Risk;1
2617;06bca569f6bd4833c89416af4672db63;293;1;165,80;2;1;3;213;At Risk;0
2618;06bceece157515b2204f14ea11350353;423;2;496,40;1;4;4;144;At Risk;1
2619;06be0237e61e2d23a93ceff729704f1c;546;1;44,47;1;1;1;111;At Risk;1
2620;06be66243346e59b86a04d25496b19e3;114;1;317,16;4;1;4;414;Regular;0
2621;06befe7433b2a159c7fe6d032bd9363d;180;1;407,74;3;1;4;314;At Risk;0
2622;06bf021cebd25d2cfceae152a5956e04;93;1;219,40;4;1;4;414;Regular;0
2623;06bf27b49c6c26aa688482c2f76ada5e;431;1;87,24;1;1;2;112;At Risk;1
2624;06c02121d99b9b0f03afa31d5d2d305f;324;1;42,27;2;1;1;211;At Risk;1
2625;06c09be49b69107bf8c75d10af6b2233;624;1;278,07;1;1;4;114;At Risk;1
2626;06c123e1ac4a2d2a9e6bd9858a383087;153;1;69,14;4;1;2;412;At Risk;0
2627;06c2c1e92714f3fe285f962909a59c15;394;6;690,00;2;4;4;244;At Risk;2
2628;06c3432a700a69e743fa666027996994;146;1;154,55;4;1;3;413;At Risk;0
2629;06c3b109d1739bcb38d35bc625ba06c3;78;1;89,58;4;1;2;412;Regular;0
2630;06c4359f159d982902fe93e79c1323df;77;1;22,29;4;1;1;411;Regular;0
2631;06c43f008d5fe07b07911ee6a4d16100;327;1;117,94;2;1;3;213;At Risk;1
2632;06c5c4b0292effa4b19173210ffafb33;106;1;29,73;4;1;1;411;Regular;0
2633;06c5f9cdb14fd3898e53f945a3e903e0;388;1;71,14;2;1;2;212;At Risk;1
2634;06c6202200ef99b1568c228c9e373abc;513;1;84,14;1;1;2;112;At Risk;1
2635;06c629d842cb8236fceea0a9e90ccd1a;595;1;0,00;1;1;1;111;At Risk;1
2636;06c6f4eaf3c4f75577aced1da71c244f;129;2;125,70;4;4;3;443;At Risk;0
2637;06c72249e5daf5bac0ada54b615fba05;281;1;65,71;2;1;2;212;At Risk;0
2638;06c760a59b5508e58bb333d3bac7afc9;612;1;96,88;1;1;2;112;At Risk;1
2639;06c90f4d3ea938996708090e6d65891a;235;1;28,75;3;1;1;311;At Risk;0
2640;06ca4d6c6e5ed80da33fd58e240fb4a0;253;2;147,78;3;4;3;343;At Risk;0
2641;06cbead91bbb55a3847db922a39da219;610;1;41,70;1;1;1;111;At Risk;1
2642;06cd112a475fd4d834eff32968147050;651;1;20,62;1;1;1;111;At Risk;1
2643;06cedf45bb3fda13ad8ac53fa73c39a3;210;1;60,05;3;1;1;311;At Risk;0
2644;06cf02bf583b05fd91bc8eec0f1b4c3f;157;2;173,80;4;4;3;443;At Risk;0
2645;06d198a416dd7728c452636fd04633a6;80;1;48,28;4;1;1;411;Regular;0
2646;06d1ee5468d9a2c7acbbc36630dc6c87;155;1;147,45;4;1;3;413;At Risk;0
2647;06d2794bd8c6d90db6889d6c5f2d83ea;122;1;49,22;4;1;1;411;At Risk;0
2648;06d32dcb66d94bd19a131df8b5d7a017;336;1;84,69;2;1;2;212;At Risk;1
2649;06d338952a08988a496796c25a61d12d;402;2;126,26;1;4;3;143;At Risk;1
2650;06d3d7382dee08a5564f898eb8156e58;519;1;126,74;1;1;3;113;At Risk;1
2651;06d478ba352a27a5167f3de441af9f59;584;1;1298,10;1;1;4;114;At Risk;2
2652;06d529bccb0825265d8b5b73c66e53d8;60;2;420,72;4;4;4;444;Regular;0
2653;06d58d7e936fa3072aa438a94f62a667;337;3;163,56;2;4;3;243;At Risk;1
2654;06d59aa5dcec13f7cb753276300a499b;220;1;25,03;3;1;1;311;At Risk;0
2655;06d794c6d5ca7136fd073d1c0b7fe2fa;176;1;62,29;3;1;1;311;At Risk;0
2656;06d7aa8448b8efdde1c5759cd97d211e;455;1;92,51;1;1;2;112;At Risk;1
2657;06d84b87eab06a1cd1b6ccefa8836f1f;174;1;94,82;3;1;2;312;At Risk;0
2658;06d970f4d3006a575508a217a7acb7e5;394;2;191,58;2;4;4;244;At Risk;1
2659;06d99479baac3413561b21bd7ac27767;168;2;135,66;3;4;3;343;At Risk;0
2660;06d997ee0df1e71f31984bbeebe4222b;81;1;171,06;4;1;3;413;Regular;0
2661;06da298efb6ead8ed9e9a271bcb9419c;409;1;148,22;1;1;3;113;At Risk;1
2662;06da85b8d16b04167a1b5eb3690ad929;569;1;94,88;1;1;2;112;At Risk;1
2663;06dacbe0a1e05c1bca5d4dadd31ca4fa;509;1;366,14;1;1;4;114;At Risk;1
2664;06db786002c0a85b36bdaca70b9fb4fe;228;1;116,94;3;1;3;313;At Risk;0
2665;06dcae7b409e7ee3098993674b02f1c4;150;1;216,31;4;1;4;414;At Risk;0
2666;06dd86569c44f30ad3f0e3154e4d03d8;279;1;246,38;2;1;4;214;At Risk;0
2667;06de5c754510bc13915d1bb9617fdadc;238;1;106,97;3;1;2;312;At Risk;0
2668;06decccf5bd7e13ff1384364911c9b20;395;1;226,12;2;1;4;214;At Risk;1
2669;06deea7d56068efd37c65f8daff0e03b;248;3;589,50;3;4;4;344;At Risk;2
2670;06e02bfbcb3a911182a3aaa06d826c88;64;1;258,70;4;1;4;414;Regular;0
2671;06e04e684950fab866cb84b970f228f7;426;1;71,23;1;1;2;112;At Risk;1
2672;06e07d9f20157eac3086f8e27b8799bd;511;1;38,00;1;1;1;111;At Risk;1
2673;06e0c362c4a5cc74bff4e7a82362ff52;423;2;144,40;1;4;3;143;At Risk;1
2674;06e107f212576eccb2e2adc7781c9705;98;1;2267,18;4;1;4;414;Regular;2
2675;06e30ee84a0678d353928f7306faac30;212;1;89,55;3;1;2;312;At Risk;0
2676;06e3ab9b654241d5b8d94c4b5e25f705;164;1;123,27;4;1;3;413;At Risk;0
2677;06e55d0b482f746c8c177b04b8b27301;93;1;91,03;4;1;2;412;Regular;0
2678;06e663beae776e2f679ae6d7ccfd222e;199;1;169,64;3;1;3;313;At Risk;0
2679;06e724a40343b086ece691eb439a726b;64;1;208,42;4;1;4;414;Regular;0
2680;06e74e289cd7271757776a2b0aced701;450;1;230,85;1;1;4;114;At Risk;1
2681;06e7aeadaa608beaaf6f34c4fbb0e09e;428;1;195,00;1;1;4;114;At Risk;1
2682;06e81d76102b0d027324e7375400a11c;497;2;107,20;1;4;3;143;At Risk;1
2683;06e83f0e8e47047739e6c7cad483392a;480;1;102,12;1;1;2;112;At Risk;1
2684;06e91d7b3e9c206aab9bc9fdfecffb26;187;1;201,13;3;1;4;314;At Risk;0
2685;06ea539f2f9ea62188a9603255022f8a;442;1;48,27;1;1;1;111;At Risk;1
2686;06ea7023e66ec49c0e13b05e477ed514;168;1;77,47;3;1;2;312;At Risk;0
2687;06ea718b69bcb8f124ac69512c21c231;308;1;143,83;2;1;3;213;At Risk;0
2688;06ea9a21fbcbfe8f45d54cc717db3c7b;367;1;199,49;2;1;4;214;At Risk;1
2689;06ebadeeb0acfedd1526d66bfb71b061;87;1;428,91;4;1;4;414;Regular;0
2690;06ec6c3121f033000bbb535a2e10b8c0;591;1;72,60;1;1;2;112;At Risk;1
2691;06ec7aed3161859018db02f695b6600d;394;4;98,73;2;4;2;242;At Risk;2
2692;06edd9c4cdea63ce94873634698606db;212;1;48,78;3;1;1;311;At Risk;0
2693;06ee09badc38b922a88d417e5134e3aa;89;1;106,45;4;1;2;412;Regular;0
2694;06ee4dba2450f13783c438648931931c;354;1;99,43;2;1;2;212;At Risk;1
2695;06eeea8e157410949394acb6d3db56cc;339;1;32,09;2;1;1;211;At Risk;1
2696;06f0e084bc0ee932148f0094af2da58b;585;1;89,21;1;1;2;112;At Risk;1
2697;06f355d031f6deeb98b30dfd39179442;335;2;72,02;2;4;2;242;At Risk;1
2698;06f3d542cb24b273ea871ad404adcf71;120;1;204,63;4;1;4;414;Regular;0
2699;06f3fd76e17823db11f5af33cc79ddfe;273;1;201,65;2;1;4;214;At Risk;0
2700;06f45cc4a14fbc5762228d9059c0a04b;417;1;49,34;1;1;1;111;At Risk;1
2701;06f51feba23580cfca0f581994fb7789;73;1;204,12;4;1;4;414;Regular;0
2702;06f8cc01ccc3b88ee6727ab815eca7c9;318;1;121,69;2;1;3;213;At Risk;1
2703;06f94f3ddb4cda1e24b2ccb1bb853a9d;157;2;73,38;4;4;2;442;At Risk;0
2704;06faa17577c5ab4ecfc2e2390e3050a1;369;1;73,15;2;1;2;212;At Risk;1
2705;06fbbb4b3c723e6f7023671729bdbb4e;433;1;148,76;1;1;3;113;At Risk;1
2706;06fcb5edf767ce55050fd0475a708a7b;80;1;50,56;4;1;1;411;Regular;0
2707;06fd13fe812ea82418f7e99df3591b81;201;1;124,07;3;1;3;313;At Risk;0
2708;06fd2ea98fab51c01908f98806798c7c;401;1;73,90;2;1;2;212;At Risk;1
2709;06fd550709e851b276dc96774077fa0f;148;1;118,65;4;1;3;413;At Risk;0
2710;06fe2378b02bcfcf4d6fcc4b31fde6c5;92;1;67,11;4;1;2;412;Regular;0
2711;06feba89747b8e9e2a482ca08e3b1c3b;294;1;28,00;2;1;1;211;At Risk;0
2712;06ffd9960e9ec5811b24d8d5904a89d9;159;1;54,86;4;1;1;411;At Risk;0
2713;07000867c38ba037cfc2298612e2517d;265;1;84,84;3;1;2;312;At Risk;0
2714;0702faf732d0bf1539d8808806133ab0;284;4;229,72;2;4;4;244;At Risk;2
2715;070571ebd72c8abf80e793aa0faa32f8;151;1;1317,04;4;1;4;414;At Risk;2
2716;0706bd15777b939c99aa344ccb34fbb1;65;1;822,16;4;1;4;414;Regular;0
2717;07073537c7394038818895e9cca2ab06;302;1;96,96;2;1;2;212;At Risk;0
2718;0707585f9631a5166364cf8730a8ecf2;115;1;74,12;4;1;2;412;Regular;0
2719;0707625ba315d67587771dfa3e945288;399;1;42,77;2;1;1;211;At Risk;1
2720;070948afd9d16208989b064551175780;158;1;147,64;4;1;3;413;At Risk;0
2721;070ae6a687b800200c1f7dd6a2671c75;309;1;251,29;2;1;4;214;At Risk;0
2722;070bca17bc76a393ba985b11b2f9deda;178;2;152,66;3;4;3;343;At Risk;0
2723;070ca12a62752e5464182d78c6fac033;365;1;127,11;2;1;3;213;At Risk;1
2724;070ce039abd117187ecf70994220c6d2;123;1;46,30;4;1;1;411;At Risk;0
2725;070db51ef1d6a1bd858c21b03de83e66;739;1;92,97;1;1;2;112;At Risk;1
2726;070dc02f224a841faaaa06dd571e33f0;426;1;27,77;1;1;1;111;At Risk;1
2727;070e9150f3506123fdf71f5a4e1b879b;252;1;114,44;3;1;3;313;At Risk;0
2728;070fcea536fbf0116b36ee9e900f360f;62;1;64,40;4;1;2;412;Regular;0
2729;07105ab4f77bd53b0128579b64df5cc2;283;1;785,57;2;1;4;214;At Risk;0
2730;0710c8034f2e3c5e0f0a2d1811dfddcc;114;1;62,98;4;1;2;412;Regular;0
2731;071130e3d980f8327e5348b9ed889fc4;230;1;128,24;3;1;3;313;At Risk;0
2732;07117462d9483029c4ee6c907a3f3ebe;303;1;96,80;2;1;2;212;At Risk;0
2733;0712358f39f7ee528dd7930c5e43b4db;155;1;33,05;4;1;1;411;At Risk;0
2734;0713f33e5e39aab4a6ceba626f05b914;257;1;122,49;3;1;3;313;At Risk;0
2735;0715d45e32d1a8cfc84dcb9a447ac955;327;1;205,76;2;1;4;214;At Risk;1
2736;07171815cfd9a9aa8ee3dd62767f3ad4;377;2;188,60;2;4;4;244;At Risk;1
2737;07176b181cc48bdaa6807f4a88e17d4a;121;2;215,81;4;4;4;444;At Risk;0
2738;0718afa877e51051f32f3572cb7a314b;593;1;68,10;1;1;2;112;At Risk;1
2739;07193e2fc8e6b8a63e6c080a3cff4d89;69;2;316,14;4;4;4;444;Regular;0
2740;071a86d714c6f99aa23feeecf538399d;63;1;71,00;4;1;2;412;Regular;0
2741;071c264041baabae3785b47968d96ff3;167;1;82,91;4;1;2;412;At Risk;0
2742;071ceec1efc0edc2d11c7401d4a1dfc4;214;1;99,55;3;1;2;312;At Risk;0
2743;071d06d853a81c7dc7f80666509c9cd8;332;1;102,66;2;1;2;212;At Risk;1
2744;071d9f8e80f0f0415885e9aac5814700;157;1;35,19;4;1;1;411;At Risk;0
2745;071dec660b92cf4f691f1ad4277ea267;153;1;128,19;4;1;3;413;At Risk;0
2746;071e26d86c3c8f9da5a87c20a0938fe2;323;1;43,09;2;1;1;211;At Risk;1
2747;071ea3439c8c9148700ba643a50d0875;77;1;60,31;4;1;1;411;Regular;0
2748;07201c202bd91a87b12e55216d2dee38;287;1;52,77;2;1;1;211;At Risk;0
2749;0721e1c4b91bc6ded6579edace8659d3;371;1;107,78;2;1;3;213;At Risk;1
2750;07226545d056696fc5946dab0f0f2a7c;623;1;80,56;1;1;2;112;At Risk;1
2751;0722bb9204b10c58f3641b0c27c7dc72;597;1;58,39;1;1;1;111;At Risk;1
2752;0722cac4e97a1d3381723e1770a60391;252;1;69,73;3;1;2;312;At Risk;0
2753;0722f25bcff38c4412bde18b1f87076c;253;1;140,29;3;1;3;313;At Risk;0
2754;072343fae3fbc9d5b6c07077e67430a9;327;1;86,83;2;1;2;212;At Risk;1
2755;072495211b56605859c385bdbd35103a;372;1;73,34;2;1;2;212;At Risk;1
2756;07250205a8861bb7532fea6297a2d4be;205;1;98,70;3;1;2;312;At Risk;0
2757;0725d40cb6c52b65e12719312d43d16e;238;2;372,54;3;4;4;344;At Risk;0
2758;07268a96fa4f3812925fa07de7cc3c73;560;2;209,90;1;4;4;144;At Risk;1
2759;072727b98246cb0cc8d55699bb4aaa8a;381;1;137,53;2;1;3;213;At Risk;1
2760;07276d89be039ef3505f4c6f781bda37;76;2;2118,50;4;4;4;444;Regular;2
2761;0728f6d108255cb411a50fb646c3c7dc;335;1;53,82;2;1;1;211;At Risk;1
2762;07290721bf998f2a8230469bc3862a5f;191;1;75,72;3;1;2;312;At Risk;0
2763;07294607d9ae24c25e268aec7ec6d681;382;1;177,20;2;1;3;213;At Risk;1
2764;072a4d5c91be7fd81a21c401668a27a0;489;1;127,92;1;1;3;113;At Risk;1
2765;072a634f20625548e77ae92eeb126e8d;508;1;136,59;1;1;3;113;At Risk;1
2766;072aade529b4fc337113a15dbce8873d;334;1;20,68;2;1;1;211;At Risk;1
2767;072c4dcd0f16b2e0d13dc2dd1549d17a;284;1;49,75;2;1;1;211;At Risk;0
2768;072c530f7b482d9b904977a9b7955a45;138;2;305,34;4;4;4;444;At Risk;0
2769;072c5ee6f5062ed623be67fb0abd8fef;204;2;375,52;3;4;4;344;At Risk;0
2770;072d324b57768cb953eb7f70c04d25c6;197;1;78,99;3;1;2;312;At Risk;0
2771;072d5af6d1c25d24d84182a5c1ce6451;154;1;326,54;4;1;4;414;At Risk;0
2772;072dc9b3b89c0c4822159ec565baeab9;80;1;97,89;4;1;2;412;Regular;0
2773;072def7c90aeabad0f75ca64f1f5c093;428;2;75,68;1;4;2;142;At Risk;1
2774;072fd8216633baba841520c47e686b04;529;2;105,18;1;4;2;142;At Risk;1
2775;073148eec23ea309392759e3e9943d4d;376;1;176,88;2;1;3;213;At Risk;1
2776;07318eaf837742e434a89c164e278d4d;253;1;135,49;3;1;3;313;At Risk;0
2777;0731cea9ca726ca41fca8d61953bc146;381;1;41,00;2;1;1;211;At Risk;1
2778;0731ffea2542a2e0a072078c3c4232fd;327;1;135,36;2;1;3;213;At Risk;1
2779;0732b96294c351963d5ea56db7f5a3f9;616;1;84,16;1;1;2;112;At Risk;1
2780;0732c0881c70ebcda536a4b14e9db106;350;2;2959,02;2;4;4;244;At Risk;2
2781;0733254820b3e1198c31e190f4f2c67e;309;1;148,06;2;1;3;213;At Risk;0
2782;0734aa7c0af8bbb557d1a11e8b07be9d;136;1;900,30;4;1;4;414;At Risk;0
2783;0734e8ed607954bb0d89e1d9435cec68;583;1;73,58;1;1;2;112;At Risk;1
2784;0735127fb140700b0cb93cff41ab55c4;173;4;143,52;3;4;3;343;At Risk;2
2785;0735e7e4298a2ebbb46649346570476a;264;1;196,14;3;1;4;314;At Risk;0
2786;0736dbed7c1272024a471ffb68594b80;306;1;96,12;2;1;2;212;At Risk;0
2787;0738d18b6c59edcbd519a88a06569847;215;1;299,70;3;1;4;314;At Risk;0
2788;0739089fe721910a47eca7ed9c938b92;449;1;201,10;1;1;4;114;At Risk;1
2789;07390941d6bce5dacaa94780a994022b;89;1;157,79;4;1;3;413;Regular;0
2790;07396c453f4681f7be214112539b29b8;105;1;114,00;4;1;3;413;Regular;0
2791;0739e05c71a6246747cddc1af25fcce8;276;1;110,70;2;1;3;213;At Risk;0
2792;073a1dd224494392bd923c55a093ce4e;637;1;60,86;1;1;1;111;At Risk;1
2793;073a7ec0949bf6ffd2bb83c37d21bc7e;412;1;608,87;1;1;4;114;At Risk;1
2794;073b17ed858e674f538ce7dc938c8e5c;306;1;60,85;2;1;1;211;At Risk;0
2795;073bbecc1335011c969bb40c08926147;198;1;73,25;3;1;2;312;At Risk;0
2796;073c25ebd966a952d38da1dbbb1f4227;463;1;59,22;1;1;1;111;At Risk;1
2797;073c73d89741b48ab04ff4660d413332;174;1;220,16;3;1;4;314;At Risk;0
2798;073cb4e6d4c56f02630968213bbe083b;96;1;108,42;4;1;3;413;Regular;0
2799;073d2959178dec403eb31e95d52d473d;281;1;80,67;2;1;2;212;At Risk;0
2800;073d71c93304496bb891a08b926ece95;80;1;74,49;4;1;2;412;Regular;0
2801;073d9752205a02fe743263d3d781cce1;181;1;162,49;3;1;3;313;At Risk;0
2802;073da58beece042f898c92ff46d41dfb;560;1;49,51;1;1;1;111;At Risk;1
2803;073dbe1ed7b7fd9b511508761e1bca69;219;1;309,32;3;1;4;314;At Risk;0
2804;073ebb17283da3efb59b430f7efed1a8;270;1;369,92;3;1;4;314;At Risk;0
2805;07402722a2b316e79dbd20301ba2b345;454;1;47,68;1;1;1;111;At Risk;1
2806;0742a36c7ba2c76b3326f3d6acd9fc7c;59;1;177,59;4;1;3;413;Regular;0
2807;07430e92e9f370ce78184e10a07b3493;444;1;155,45;1;1;3;113;At Risk;1
2808;074351a4c7eeaf083d43fe58e0d62dfc;429;1;280,08;1;1;4;114;At Risk;1
2809;07436d5d1e7122889991218e3e297c27;589;1;215,86;1;1;4;114;At Risk;1
2810;0743ea62d3ce82636779604483a23f9c;583;2;106,68;1;4;2;142;At Risk;1
2811;07442d34d7859515951ba034f7e61a16;211;1;0,00;3;1;1;311;At Risk;0
2812;074449d94197a408f2ff3bdd985a20fb;120;1;198,13;4;1;4;414;Regular;0
2813;07473aa73a7244877192373a2dbf4b43;456;1;188,20;1;1;4;114;At Risk;1
2814;0748be2c32fadcd0e5618a5c5999ae27;112;1;103,34;4;1;2;412;Regular;0
2815;0748efbff6d6c28c34454b7343206463;280;1;87,80;2;1;2;212;At Risk;0
2816;074ad3e276e634301ea5e2d65817a2f8;323;2;155,12;2;4;3;243;At Risk;1
2817;074ad9ea19af3d0d1156840b671e35c4;234;1;69,61;3;1;2;312;At Risk;0
2818;074b92f6fc71f14f11bfa7c664136c8e;613;1;134,66;1;1;3;113;At Risk;1
2819;074cc70e32d05dcf3c23aead0dba2320;177;1;644,54;3;1;4;314;At Risk;0
2820;074d070b1ed0835cb29a609475f41fcb;259;1;119,34;3;1;3;313;At Risk;0
2821;074de085ef6f81a46dd7118d6d8836f9;199;1;151,83;3;1;3;313;At Risk;0
2822;074ed25364c115f9e35c10d260b87780;259;1;34,00;3;1;1;311;At Risk;0
2823;074f61713ca4ac97f029964c818f26af;551;1;127,01;1;1;3;113;At Risk;1
2824;074fe3d7d1bfae730b41be9c647ff8c8;617;1;54,42;1;1;1;111;At Risk;1
